Line Number,Year,Month,State,Labor Force,Employed,Unemployed,Unemployment Rate,Industry,Gender,Education Level,Date Inserted,InsertSource,Data Version,Access Permission,Update Frequency,Aggregation Level,Data Accuracy
567,2004,Jun,CA,85000,74250,10750,0.126470588,Hospitality,Female,Master's degree,6/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
568,2004,Jul,NY,165000,140250,24750,0.15,Energy,Male,Associate's degree,7/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
569,2004,Jul,NY,105000,89250,15750,0.15,Healthcare,Female,Bachelor's degree,7/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
570,2004,Jul,CA,67000,56950,10050,0.15,Professional and Business S.,Male,High school diploma,7/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
571,2004,Jul,CA,98000,80750,17250,0.176020408,Finance,Female,Master's degree,7/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
572,2004,Aug,NY,200000,180000,20000,0.1,Hospitality,Male,Associate's degree,8/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
573,2004,Aug,NY,105000,94500,10500,0.1,Energy,Female,Bachelor's degree,8/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
574,2004,Aug,CA,4183000,3929000,254000,0.06072197,Finance,Male,High school diploma,8/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
575,2004,Aug,CA,7044000,6622000,422000,0.059909143,Professional and Business S.,Female,Master's degree,8/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
576,2004,Sep,CA,140000,126000,14000,0.1,Finance,Male,Associate's degree,9/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
577,2004,Sep,CA,90000,81000,9000,0.1,Hospitality,Female,Bachelor's degree,9/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
578,2004,Sep,NY,68000,63000,5000,0.073529412,Energy,Male,High school diploma,9/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
579,2004,Sep,NY,65400,62000,3400,0.051987768,Finance,Female,Master's degree,9/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
580,2004,Oct,NY,115000,103500,11500,0.1,Finance,Male,Bachelor's degree,10/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
581,2004,Oct,NY,75000,67500,7500,0.1,Education,Female,High school diploma,10/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
582,2004,Oct,CA,12451600,11224400,1227200,0.098557615,Professional and Business S.,Male,Bachelor's degree,10/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
583,2004,Oct,CA,17678400,15576000,2102400,0.11892479,Finance,Female,Bachelor's degree,10/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
584,2004,Nov,NY,160000,144000,16000,0.1,Hospitality,Male,Bachelor's degree,11/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
585,2004,Nov,NY,85000,76500,8500,0.1,Energy,Female,High school diploma,11/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
586,2004,Nov,CA,42800,34900,7900,0.184579439,Finance,Male,Bachelor's degree,11/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
587,2004,Nov,CA,1270000,1148000,122000,0.096062992,Professional and Business S.,Female,Bachelor's degree,11/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
588,2004,Dec,CA,750000,675000,75000,0.1,Finance,Male,Bachelor's degree,12/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
589,2004,Dec,CA,100000,90000,10000,0.1,Hospitality,Female,High school diploma,12/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
590,2004,Dec,NY,817000,754000,63000,0.077111383,Energy,Male,Bachelor's degree,12/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
591,2004,Dec,NY,407000,378000,29000,0.071253071,Finance,Female,Associate's degree,12/1/2004,Web,V2.3,Public,Monthly,Country,Highly Random
592,2005,Jan,NY,140000,126000,14000,0.1,Hospitality,Male,Bachelor's degree,1/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
593,2005,Jan,NY,90000,81000,9000,0.1,Retail,Female,High school diploma,1/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
594,2005,Jan,CA,67000,56950,10050,0.15,Finance,Male,Master's degree,1/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
595,2005,Jan,CA,98000,80750,17250,0.176020408,Hospitality,Female,Master's degree,1/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
596,2005,Feb,NY,115000,103500,11500,0.1,Energy,Male,Master's degree,2/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
597,2005,Feb,NY,75000,67500,7500,0.1,Education,Female,Associate's degree,2/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
598,2005,Feb,CA,12451600,11224400,1227200,0.098557615,Hospitality,Male,Master's degree,2/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
599,2005,Feb,CA,17678400,15576000,2102400,0.11892479,Energy,Female,Associate's degree,2/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
600,2005,Mar,CA,160000,144000,16000,0.1,Finance,Male,Bachelor's degree,3/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
601,2005,Mar,CA,85000,76500,8500,0.1,Hospitality,Female,High school diploma,3/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
602,2005,Mar,NY,165000,140250,24750,0.15,Energy,Male,Master's degree,3/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
603,2005,Mar,NY,120000,112200,7800,0.065,Finance,Female,Master's degree,3/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
604,2005,Apr,CA,135000,121500,13500,0.1,Manufacturing,Male,Master's degree,4/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
605,2005,Apr,CA,90000,81000,9000,0.1,Healthcare,Female,Associate's degree,4/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
606,2005,Apr,NY,103000,94000,9000,0.087378641,Professional and Business S.,Male,Master's degree,4/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
607,2005,Apr,NY,110000,101200,8800,0.08,Finance,Female,Associate's degree,4/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
608,2005,May,NY,138000,126900,11100,0.080434783,Hospitality,Male,Bachelor's degree,5/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
609,2005,May,NY,90000,82800,7200,0.08,Education,Female,High school diploma,5/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
610,2005,May,CA,4183000,3929000,254000,0.06072197,Energy,Male,Master's degree,5/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
611,2005,May,CA,7044000,6622000,422000,0.059909143,Professional and Business S.,Female,Associate's degree,5/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
612,2005,Jun,NY,150000,138000,12000,0.08,Finance,Male,Bachelor's degree,6/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
613,2005,Jun,NY,85000,78200,6800,0.08,Hospitality,Female,High school diploma,6/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
614,2005,Jun,CA,230000,207000,23000,0.1,Energy,Male,High school diploma,6/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
615,2005,Jun,CA,120000,108000,12000,0.1,Finance,Female,High school diploma,6/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
616,2005,Jul,CA,195000,180900,14100,0.072307692,Agriculture,Male,High school diploma,7/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
617,2005,Jul,CA,97000,89780,7220,0.07443299,Healthcare,Female,Bachelor's degree,7/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
618,2005,Jul,NY,67000,56950,10050,0.15,Professional and Business S.,Male,High school diploma,7/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
619,2005,Jul,NY,98000,80750,17250,0.176020408,Finance,Female,High school diploma,7/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
620,2005,Aug,NY,142000,131960,10040,0.070704225,Hospitality,Male,Associate's degree,8/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
621,2005,Aug,NY,87000,80520,6480,0.074482759,Energy,Female,Bachelor's degree,8/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
622,2005,Aug,CA,110000,101200,8800,0.08,Finance,Male,Master's degree,8/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
623,2005,Aug,CA,85000,74250,10750,0.126470588,Hospitality,Female,Associate's degree,8/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
624,2005,Sep,NY,160000,148800,11200,0.07,Energy,Male,Bachelor's degree,9/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
625,2005,Sep,NY,82000,75960,6040,0.073658537,Healthcare,Female,Master's degree,9/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
626,2005,Sep,CA,90000,82800,7200,0.08,Hospitality,Male,High school diploma,9/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
627,2005,Sep,CA,82000,75960,6040,0.073658537,Energy,Female,Master's degree,9/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
628,2005,Oct,CA,182000,169240,12760,0.07010989,Hospitality,Male,Associate's degree,10/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
629,2005,Oct,CA,96000,89040,6960,0.0725,Energy,Female,Bachelor's degree,10/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
630,2005,Oct,NY,90000,82800,7200,0.08,Finance,Male,Master's degree,10/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
631,2005,Oct,NY,82000,75960,6040,0.073658537,Energy,Female,High school diploma,10/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
632,2005,Nov,NY,136000,125900,10100,0.074264706,Energy,Male,Master's degree,11/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
633,2005,Nov,NY,88000,81120,6880,0.078181818,Manufacturing,Female,Associate's degree,11/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
634,2005,Nov,CA,90000,82800,7200,0.08,Energy,Male,Master's degree,11/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
635,2005,Nov,CA,82000,75960,6040,0.073658537,Hospitality,Female,Master's degree,11/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
636,2005,Dec,NY,130000,117000,13000,0.1,Energy,Male,Associate's degree,12/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
637,2005,Dec,NY,95000,85500,9500,0.1,Healthcare,Female,Bachelor's degree,12/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
638,2005,Dec,CA,90000,82800,7200,0.08,Energy,Male,Master's degree,12/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
639,2005,Dec,CA,82000,75960,6040,0.073658537,Energy,Female,High school diploma,12/1/2005,Web,V2.3,Public,Monthly,Country,Highly Random
640,2006,Jan,CA,105000,94500,10500,0.1,Retail,Male,Master's degree,1/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
641,2006,Jan,CA,75000,67500,7500,0.1,Education,Female,High school diploma,1/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
642,2006,Jan,NY,17678400,15576000,2102400,0.11892479,Hospitality,Male,Master's degree,1/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
643,2006,Jan,NY,4145000,3878000,267000,0.064414958,Energy,Female,Associate's degree,1/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
644,2006,Feb,NY,6971000,6524000,447000,0.064122794,Finance,Male,Bachelor's degree,2/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
645,2006,Feb,NY,4162000,3909000,253000,0.060788083,Agriculture,Female,High school diploma,2/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
646,2006,Feb,CA,6998000,6555000,443000,0.063303801,Energy,Male,Master's degree,2/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
647,2006,Feb,CA,4168000,3914000,254000,0.060940499,Hospitality,Female,Associate's degree,2/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
648,2006,Mar,NY,7019000,6590000,429000,0.061119818,Energy,Male,Bachelor's degree,3/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
649,2006,Mar,NY,4183000,3929000,254000,0.06072197,Healthcare,Female,High school diploma,3/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
650,2006,Mar,CA,7044000,6622000,422000,0.059909143,Hospitality,Male,High school diploma,3/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
651,2006,Mar,CA,90000,82800,7200,0.08,Energy,Female,Master's degree,3/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
652,2006,Apr,CA,160000,144000,16000,0.1,Manufacturing,Male,Bachelor's degree,4/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
653,2006,Apr,CA,85000,76500,8500,0.1,Retail,Female,High school diploma,4/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
654,2006,Apr,NY,12451600,11224400,1227200,0.098557615,Agriculture,Male,Master's degree,4/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
655,2006,Apr,NY,17678400,15576000,2102400,0.11892479,Energy,Female,Associate's degree,4/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
656,2006,May,NY,115000,103500,11500,0.1,Finance,Male,Bachelor's degree,5/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
657,2006,May,NY,75000,67500,7500,0.1,Education,Female,Associate's degree,5/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
658,2006,May,CA,67000,56950,10050,0.15,Energy,Male,Master's degree,5/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
659,2006,May,CA,98000,80750,17250,0.176020408,Professional and Business S.,Female,Associate's degree,5/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
660,2006,Jun,NY,140000,126000,14000,0.1,Finance,Male,Bachelor's degree,6/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
661,2006,Jun,NY,105000,94500,10500,0.1,Hospitality,Female,High school diploma,6/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
662,2006,Jun,CA,12451600,11224400,1227200,0.098557615,Agriculture,Male,High school diploma,6/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
663,2006,Jun,CA,17678400,15576000,2102400,0.11892479,Professional and Business S.,Female,Master's degree,6/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
664,2006,Jul,CA,160000,144000,16000,0.1,Energy,Male,Associate's degree,7/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
665,2006,Jul,CA,85000,76500,8500,0.1,Finance,Female,Bachelor's degree,7/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
666,2006,Jul,NY,90000,82800,7200,0.08,Finance,Male,High school diploma,7/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
667,2006,Jul,NY,85000,81000,4000,0.047058824,Hospitality,Female,Associate's degree,7/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
668,2006,Aug,CA,240000,220000,20000,0.083333333,Hospitality,Male,Bachelor's degree,8/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
669,2006,Aug,CA,110000,101200,8800,0.08,Healthcare,Female,High school diploma,8/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
670,2006,Aug,NY,68000,63000,5000,0.073529412,Professional and Business S.,Male,Master's degree,8/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
671,2006,Aug,NY,90000,82800,7200,0.08,Finance,Female,Associate's degree,8/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
672,2006,Sep,NY,175000,160000,15000,0.085714286,Hospitality,Male,Bachelor's degree,9/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
673,2006,Sep,NY,90000,81000,9000,0.1,Education,Female,High school diploma,9/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
674,2006,Sep,CA,90000,82800,7200,0.08,Education,Male,Bachelor's degree,9/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
675,2006,Sep,CA,82000,75960,6040,0.073658537,Professional and Business S.,Female,Bachelor's degree,9/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
676,2006,Oct,NY,160000,148000,12000,0.075,Energy,Male,Associate's degree,10/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
677,2006,Oct,NY,80000,72000,8000,0.1,Finance,Female,Bachelor's degree,10/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
678,2006,Oct,CA,19250000,16805000,2445000,0.127012987,Finance,Male,High school diploma,10/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
679,2006,Oct,CA,85000,81000,4000,0.047058824,Hospitality,Female,Master's degree,10/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
680,2006,Nov,NY,130000,120000,10000,0.076923077,Hospitality,Male,Associate's degree,11/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
681,2006,Nov,NY,75000,67500,7500,0.1,Healthcare,Female,Bachelor's degree,11/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
682,2006,Nov,CA,4183000,3929000,254000,0.06072197,Professional and Business S.,Male,High school diploma,11/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
683,2006,Nov,CA,7044000,6622000,422000,0.059909143,Finance,Female,Associate's degree,11/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
684,2006,Dec,NY,220000,202400,17600,0.08,Hospitality,Male,Bachelor's degree,12/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
685,2006,Dec,NY,105000,94500,10500,0.1,Retail,Female,High school diploma,12/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
686,2006,Dec,CA,17678400,15576000,2102400,0.11892479,Manufacturing,Male,Master's degree,12/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
687,2006,Dec,CA,15321000,14181000,1140000,0.074407676,Technology,Female,Associate's degree,12/1/2006,Web,V2.3,Public,Monthly,Country,Highly Random
688,2007,Jan,NY,11404000,10546000,858000,0.075236759,Finance,Male,Bachelor's degree,1/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
689,2007,Jan,NY,95000,85500,9500,0.1,Education,Female,High school diploma,1/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
690,2007,Jan,CA,12451600,11224400,1227200,0.098557615,Retail,Male,Master's degree,1/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
691,2007,Jan,CA,17678400,15576000,2102400,0.11892479,Professional and Business S.,Female,Associate's degree,1/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
692,2007,Feb,NY,170000,157600,12400,0.072941176,Energy,Male,Bachelor's degree,2/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
693,2007,Feb,NY,85000,76500,8500,0.1,Finance,Female,High school diploma,2/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
694,2007,Feb,CA,90000,82800,7200,0.08,Finance,Male,Master's degree,2/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
695,2007,Feb,CA,82000,75960,6040,0.073658537,Hospitality,Female,Bachelor's degree,2/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
696,2007,Mar,NY,140000,129200,10800,0.077142857,Hospitality,Male,Bachelor's degree,3/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
697,2007,Mar,NY,70000,63000,7000,0.1,Retail,Female,Bachelor's degree,3/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
698,2007,Mar,CA,110000,101200,8800,0.08,Education,Male,High school diploma,3/1/2007,Web,V2.3,Public,Monthly,Country,
699,2007,Mar,CA,9800000,9082500,717500,0.073214286,Manufacturing,Female,Master's degree,3/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
700,2007,Apr,NY,8700000,8047500,652500,0.075,Finance,Male,Associate's degree,4/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
701,2007,Apr,NY,190000,174400,15600,0.082105263,Healthcare,Female,Bachelor's degree,4/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
702,2007,Apr,CA,85000,81000,4000,0.047058824,Finance,Male,Master's degree,4/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
703,2007,Apr,CA,120000,112200,7800,0.065,Technology,Female,Associate's degree,4/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
704,2007,May,NY,135000,121500,13500,0.1,Manufacturing,Male,Bachelor's degree,5/1/2007,Web,V2.3,Public,Monthly,,Highly Random
705,2007,May,NY,90000,81000,9000,0.1,Retail,Female,High school diploma,5/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
706,2007,May,CA,103000,94000,9000,0.087378641,Retail,Male,Associate's degree,5/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
707,2007,May,CA,19800,9900,9900,0.5,Education,Female,Associate's degree,5/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
708,2007,Jun,NY,220000,202400,17600,0.08,Manufacturing,Male,Associate's degree,6/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
709,2007,Jun,NY,200000,182000,18000,0.09,Technology,Female,Bachelor's degree,6/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
710,2007,Jun,CA,12451600,11224400,1227200,0.098557615,Retail,Male,Master's degree,6/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
711,2007,Jun,CA,17678400,15576000,2102400,0.11892479,Education,Female,Associate's degree,6/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
712,2007,Jul,NY,225000,208800,16200,0.072,Manufacturing,Male,Associate's degree,7/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
713,2007,Jul,NY,195000,179400,15600,0.08,Technology,Female,Bachelor's degree,7/1/2007,Web,V2.3,Public,Monthly,Country,Highly Random
